date, pm25, pm10, o3, no2, so2, co
2022/11/8, 174, 129, 48, 12, 12, 13
2022/11/9, 177, 117, 45, 12, 13, 9
2022/11/10, 166, 122, 42, 12, 18, 9
2022/11/11, 171, 121, 46, 12, 11, 9
2022/11/12, 171, 115, 54, 11, 15, 9
2022/11/13, 166, 130, 61, 9, 15, 11
2022/11/14, 176, 141, 55, 3, 9, 14
2022/11/15, 183, 130, 37, 5, 6, 11
2022/11/16, 176, 111, 64, 4, 5, 12
2022/11/17, 164, 101, 65, 4, 4, 10
2022/11/18, 156, 120, 64, 4, 1, 12
2022/11/19, 169, 107, 73, 4, 5, 13
2022/11/20, 161, 120, 57, 5, 4, 11
2022/11/21, 169, 142, 59, 5, 5, 15
2022/11/22, 184, 172, 55, 5, 4, 16
2022/11/23, 197, 151, 59, 6, 4, 18
2022/11/24, 190, 161, 58, 6, 6, 18
2022/11/25, 196, 168, 49, 6, 2, 20
2022/11/26, 201, 162, 62, 5, 6, 19
2022/11/27, 197, 116, 46, 4, 3, 17
2022/11/28, 170, 132, 53, 6, 1, 19
2022/11/29, 180, 160, 57, 6, 2, 19
2022/11/30, 193, 168, 60, 6, 3, 20
2022/12/1, 200, 156, 58, 6, 5, 19
2022/12/2, 193, 160, 59, 6, 5, 21
2022/12/3, 195, 168, 55, 7, 4, 21
2022/12/4, 202, 173, 59, 6, 3, 22
2022/12/5, 211, 173, 63, 6, 5, 21
2022/12/6, 240, 160, 75, 7, 12, 21
2022/12/7, 220, 143, 61, 6, 5, 19
2022/12/8, 201, 122, 59, 6, 4, 19
2022/12/9, 185, 133, 69, 6, 4, 20
2022/12/10, 196, 135, 68, 6, 8, 21
2022/12/11, 199, 117, 47, 6, 7, 21
2022/12/12, 182, 124, 29, 7, 7, 22
2022/12/13, 191, 101, 37, 6, 9, 21
2022/12/14, 166, 100, 47, 6, 3, 21
2022/12/15, 172, 113, 58, 7, 7, 23
2022/12/16, 181, 113, 60, 6, 6, 22
2022/12/17, 181, 122, 59, 6, 5, 23
2022/12/18, 187, 108, 57, 6, 8, 21
2022/12/19, 176, 128, 52, 6, 8, 24
2022/12/20, 192, 152, 56, 6, 8, 25
2022/12/21, 214, 155, 61, 8, 6, 27
2022/12/22, 218, 156, 67, 8, 6, 27
2022/12/23, 218, 116, 59, 10, 12, 34
2022/12/24, 183, 144, 62, 13, 20, 30
2022/12/25, 209, 142, 57, 12, 13, 14
2022/12/26, 209, 162, 65, 9, 4, 6
2022/12/27, 230, 155, 56, 9, 6, 10
2022/12/28, 222, 149, 50, 10, 5, 9
2022/12/29, 216, 187, 58, 11, 4, 8
2022/12/30, 244, 153, 58, 12, 5, 9
2022/12/31, 221, 116, 64, 13, 7, 9
2023/1/1, 184, 135, 65, 17, 10, 10
2022/7/1, 41, 40, 7, 4, , 10
2022/7/2, 78, 37, 7, 5, 2, 
2022/7/3, 72, 22, 5, 4, 2, 
2022/7/4, 51, 16, 3, 3, 1, 7
2022/7/5, 37, 18, 6, 4, , 6
2022/7/6, 40, 33, 7, 9, 1, 6
2022/7/7, 66, 37, 3, 6, , 6
2022/7/8, 73, , , , , 
2022/9/16, 50, 23, , 4, 1, 
2022/9/17, 45, , , , , 
2022/9/20, 61, 40, 2, 5, 1, 8
2022/9/21, 71, 37, 5, 4, 7, 6
2022/9/22, 68, , , , , 
2022/9/26, 80, , , , , 
2022/9/30, 124, 62, 11, 8, 5, 7
2022/4/1, 193, , , , , 
2022/4/3, 162, 81, 12, 9, , 17
2022/4/4, 149, 69, 22, 9, 2, 18
2022/4/5, 135, 70, 22, 8, 1, 18
2022/4/6, 137, 65, 22, 9, 1, 19
2022/4/7, 124, 60, 12, 8, 2, 20
2022/4/8, 112, 55, 25, 6, 2, 21
2022/4/9, 101, 49, 24, 10, 3, 22
2022/4/10, 87, 58, 22, 8, 1, 23
2022/4/11, 109, 79, 12, 11, 1, 26
2022/4/12, 141, 74, 22, 13, 3, 26
2022/4/13, 127, 60, 23, 10, 1, 26
2022/4/14, 111, 55, 22, 9, 4, 25
2022/4/15, 100, 63, 11, 10, , 24
2022/4/16, 118, 62, 22, 11, , 23
2022/4/17, 117, 51, 49, 9, 3, 21
2022/4/18, 96, 60, 21, 3, 1, 19
2022/4/19, 113, 63, 11, , 1, 20
2022/4/20, 123, 90, 21, , 25, 22
2022/4/21, 155, 90, 21, , , 22
2022/4/22, 152, 81, 12, 1, , 22
2022/4/23, 149, 62, 11, , , 20
2022/4/24, 118, 76, 21, , , 22
2022/4/25, 137, 57, 21, 1, 236, 21
2022/4/26, 109, 67, 20, 1, , 21
2022/4/27, 123, 67, 21, 1, , 20
2022/4/28, 122, 55, 21, , , 19
2022/4/29, 101, 55, 21, , , 20
2022/4/30, 104, 44, 11, 1, , 19
2022/5/1, 83, 51, 21, 1, 97, 19
2022/5/2, 94, 56, 15, 1, 5, 19
2022/5/3, 101, 64, 10, 1, 2, 19
2022/5/4, 122, 67, 21, 2, 5, 19
2022/5/5, 128, 92, 10, 1, 5, 20
2022/5/6, 156, 103, 21, 1, 5, 20
2022/5/7, 167, 83, 17, 1, 2, 19
2022/5/8, 154, 64, 10, 1, 2, 18
2022/5/9, 124, 60, 20, 1, 5, 17
2022/5/10, 114, 63, 11, 1, 2, 17
2022/5/11, 123, 62, 11, 1, , 16
2022/5/12, 118, 70, 10, 1, 2, 15
2022/5/13, 135, 82, 11, 1, 2, 15
2022/5/14, 152, 64, 14, 1, 3, 15
2022/5/15, 118, 69, 22, 1, 2, 15
2022/5/16, 128, 110, 11, 1, 5, 14
2022/5/17, 170, 138, 11, 29, 22, 14
2022/5/18, 186, 130, 11, 89, , 16
2022/5/19, 182, 96, 11, 37, , 12
2022/5/20, 163, 78, 11, 32, , 
2022/5/21, 150, 60, 21, 27, , 
2022/5/22, 111, 42, 11, 23, 3, 
2022/5/23, 80, 48, 11, 20, , 
2022/5/24, 87, 49, 11, 17, 2, 4
2022/5/25, 90, 54, 10, 17, 1, 8
2022/5/26, 97, 45, 21, 16, , 7
2022/5/27, 82, 34, 21, 12, 1, 7
2022/5/28, 67, 36, 11, 16, , 7
2022/5/29, 69, 46, 11, 16, , 7
2022/5/30, 84, , 21, 14, , 7
2022/6/3, 131, 49, 17, 9, 1, 9
2022/6/4, 87, 43, 25, 13, 3, 9
2022/6/5, 79, 41, 13, 11, 1, 8
2022/6/6, 79, 40, 14, 10, , 9
2022/6/7, 76, 21, 24, 11, , 9
2022/6/8, 50, 23, 26, 12, 1, 9
2022/6/9, 51, 40, 12, 13, , 11
2022/6/10, 77, 16, 11, 6, , 9
2022/6/11, 39, 17, 11, 7, 1, 9
2022/6/12, 41, 26, 21, 7, 2, 9
2022/6/13, 55, 33, 6, 6, , 10
2022/6/14, 65, 26, 7, 12, , 10
2022/6/15, 56, 34, 7, 12, , 11
2022/6/16, 66, 37, 13, 4, , 11
2022/6/17, 70, 29, 6, 12, , 10
2022/6/18, 61, 13, 7, 11, , 11
2022/6/19, 31, 12, 6, 4, , 11
2022/6/20, 31, 14, 13, 5, 1, 11
2022/6/21, 35, 23, 6, 5, , 12
2022/6/22, 52, 26, 9, 6, , 12
2022/6/23, 56, 30, 8, 11, , 13
2022/6/24, 59, 18, 23, 4, 2, 13
2022/6/25, 41, 11, 12, 11, , 12
2022/6/26, 26, 17, 9, 11, 2, 13
2022/6/27, 41, 13, 7, 3, , 13
2022/6/28, 33, , , , , 
2022/1/3, 159, 111, 14, 14, 7, 38
2022/1/4, 168, 110, 12, 17, 11, 38
2022/1/5, 168, 89, 9, 9, 4, 36
2022/1/6, 151, 99, 10, 10, 11, 36
2022/1/7, 162, 76, 2, 9, 14, 35
2022/1/8, 139, 54, 13, 6, 6, 32
2022/1/9, 94, 63, 11, 11, 8, 29
2022/1/10, 110, 90, 8, 14, 8, 34
2022/1/11, 156, 82, 8, 14, 16, 35
2022/1/12, 144, 98, 8, 9, , 39
2022/1/13, 162, 100, 12, 14, 3, 21
2022/1/14, 159, 100, 11, 14, 2, 5
2022/1/15, 162, 92, 23, 6, 2, 5
2022/1/16, 153, 91, 20, 17, 12, 12
2022/1/17, 154, 102, 23, 15, , 2
2022/1/18, 161, 100, 21, 8, 2, 2
2022/1/19, 159, 92, 22, 11, , 3
2022/1/20, 150, 71, 20, 9, 2, 3
2022/1/21, 125, 67, 15, 11, , 2
2022/1/22, 122, 518, 22, 4, , 1
2022/1/23, 363, 243, 20, 6, 1, 3
2022/1/24, 247, 164, 23, 6, 3, 
2022/1/25, 205, 143, 19, 9, 1, 
2022/1/26, 192, 123, 18, 14, 7, 22
2022/1/27, 178, 104, 17, 13, 10, 21
2022/1/28, 166, 106, 19, 16, 15, 25
2022/1/29, 167, 103, 13, 21, 11, 22
2022/1/30, 165, 104, 21, 19, 14, 16
2022/1/31, 165, 106, 14, 27, 16, 
2022/2/1, 163, 110, 16, 25, 27, 
2022/2/2, 170, 93, 19, 16, 18, 13
2022/2/3, 153, 126, 22, 10, 2, 6
2022/2/4, 179, 160, 21, 9, , 9
2022/2/5, 204, 143, 10, 12, 9, 23
2022/2/6, 191, 102, 23, 14, 7, 25
2022/2/7, 167, 71, 25, 5, , 10
2022/2/8, 133, 79, 27, 12, , 12
2022/2/9, 145, 100, 15, 13, , 14
2022/2/10, 164, 98, 14, 6, 1, 13
2022/2/11, 160, 97, 23, 8, 1, 15
2022/2/12, 159, 107, 13, 15, 1, 18
2022/2/13, 165, 89, 24, 15, 3, 
2022/2/14, 153, 66, 22, 12, 1, 17
2022/2/15, 123, 59, 11, 8, 1, 20
2022/2/16, 111, 72, 11, 16, 2, 21
2022/2/17, 132, 91, 11, 9, 1, 21
2022/2/18, 160, 137, 10, 18, , 23
2022/2/19, 151, 83, 11, 5, 1, 21
2022/2/20, 147, 95, 21, 9, 1, 23
2022/2/21, 159, 94, 10, 16, 2, 23
2022/2/22, 147, 89, 16, 18, 1, 24
2022/2/23, 153, 114, 9, 13, 1, 27
2022/2/24, 173, 130, 19, 11, 1, 25
2022/2/25, 184, 130, 9, 13, 1, 25
2022/2/26, 184, 105, 14, 17, 3, 26
2022/2/27, 168, 113, 10, 10, 1, 27
2022/2/28, 173, 110, 15, 16, 2, 27
2022/3/1, 170, 126, 20, 15, 4, 29
2022/3/2, 179, 115, 22, 21, 6, 30
2022/3/3, 172, 102, 14, 14, 2, 26
2022/3/4, 162, 103, 20, 16, 5, 28
2022/3/5, 164, 110, 20, 13, 1, 30
2022/3/6, 169, 104, 19, 10, 6, 29
2022/3/7, 166, 122, 16, 11, 4, 30
2022/3/8, 177, 112, 15, 18, , 23
2022/3/9, 170, 112, 15, 16, 2, 14
2022/3/10, 171, 108, 16, 14, 3, 12
2022/3/11, 167, 84, 9, 7, 3, 11
2022/3/12, 147, 106, 8, 16, 4, 12
2022/3/13, 165, 99, 14, 17, 8, 12
2022/3/14, 160, 115, 14, 10, 5, 15
2022/3/15, 173, 110, 7, 19, 3, 16
2022/3/16, 166, 114, 9, 12, 4, 18
2022/3/17, 171, 105, 10, 7, 4, 18
2022/3/18, 162, 67, 4, 9, 2, 15
2022/3/19, 127, 72, 9, 4, 1, 15
2022/3/20, 140, 97, 7, 5, 2, 17
2022/3/21, 164, 114, 7, 19, 6, 20
2022/3/22, 171, 116, 2, 11, 8, 19
2022/3/23, 172, 63, 3, 11, 5, 18
2022/3/24, 106, 74, , 11, , 18
2022/3/25, 141, 77, , 10, 1, 17
2022/3/26, 142, 69, , 7, 2, 17
2022/3/27, 133, 76, 5, 92, 1, 16
2022/3/28, 145, 82, 22, 19, 3, 16
2022/3/29, 147, 79, 21, 11, 4, 16
2022/3/30, 145, 77, 22, 15, , 16
2022/3/31, 139, 140, 11, 12, 3, 17
2021/12/28, 36, 50, 6, 12, 2, 30
2021/12/29, 88, 96, 14, 14, 10, 32
2021/12/30, 159, 102, 7, 15, 3, 34
2021/12/31, 163, 89, 17, 17, 4, 35
2022/1/1, 154, 94, 16, 16, 3, 36
2022/1/2, 157, 100, 24, 13, 8, 37
2025/1/31, , 125, 21, 20, 9, 10
2025/2/9, , 121, 25, 19, 3, 9
2025/2/23, , 128, 7, 27, 12, 
2024/12/31, , 107, , 26, 4, 14
2025/1/6, , 116, 25, 22, 140, 14
2024/10/22, , 85, 13, , 5, 
2024/11/27, , 90, 17, 15, 8, 9
2024/12/17, , 120, 56, 29, 8, 14
2024/7/10, , 44, 2, 4, 1, 
2024/9/23, , 43, 10, 20, 7, 
2024/4/22, , 110, 14, 6, 13, 24
2024/4/28, , 117, 33, 5, 14, 
2024/5/12, , 64, 2, 3, 7, 
2024/6/26, , 17, 6, 2, 2, 
2024/1/19, , 164, 15, 3, 2, 14
2024/1/21, , 224, 20, 8, 7, 8
2023/10/8, , 119, 25, 8, 3, 36
2023/10/26, , 99, 18, 6, 4, 8
2023/10/30, , 72, 61, 7, 4, 12
2023/11/18, , 86, 16, 6, 4, 13
2023/11/21, , 87, 7, 7, 1, 13
2023/11/26, , 30, 4, 7, 2, 
2023/12/3, , 97, 36, 9, 3, 7
2023/12/8, , 93, 12, 9, 3, 11
2023/12/13, , 96, 22, 14, 2, 12
2023/7/23, , 17, 4, 1, 4, 3
2023/7/31, , 43, 6, 5, 3, 7
2023/8/20, , 47, 1, 2, 3, 6
2023/9/14, , 46, 3, 8, 1, 10
2023/4/2, , 74, 14, 9, 6, 8
2023/4/23, , 74, 10, 4, 13, 7
2023/5/15, , 58, 6, 16, 15, 13
2023/5/21, , 58, 15, 13, 9, 6
2023/6/5, , 65, 7, 12, 4, 43
2023/6/27, , 62, 5, 11, 22, 2
2023/1/9, , 162, 8, 28, , 10
2023/2/13, , 145, 50, 17, 8, 22
2023/3/20, , 33, 8, 10, 5, 7
2023/3/24, , 62, 13, 11, 2, 3
2022/10/6, , 22, 4, 3, 3, 13
2022/10/9, , 44, 6, 3, 2, 8
2022/10/11, , 51, 11, 3, 2, 18
2022/10/13, , 59, 27, 2, 6, 7
2022/10/23, , 118, , 6, 11, 14
2022/6/30, , 18, 12, 4, , 15
2022/9/15, , 26, 2, 2, , 
2022/9/19, , 34, 2, 5, , 
2022/9/25, , 46, 6, 3, 3, 
2022/9/29, , 68, 16, 6, 4, 4
2022/4/2, , 92, 11, 10, 1, 17
2022/6/2, , 73, 5, 12, , 9
2021/12/27, , 16, 16, 13, 2, 33
2022/5/31, , , 11, 13, , 6
2022/6/1, , , 21, 10, , 7
