date, pm25, pm10, o3, no2, so2, co
2022/3/22, 152, 185, 5, 10, 24, 12
2022/3/23, 215, 182, 6, 9, , 14
2022/3/24, 185, 166, 7, 8, , 10
2022/3/25, 249, 140, 9, 7, 77, 10
2022/3/26, 181, 94, 7, 5, 123, 9
2022/3/27, 138, 165, 7, 7, 17, 14
2022/3/28, 196, 113, 8, 6, , 12
2022/3/29, 161, 104, 7, 8, , 9
2022/3/30, 140, 184, 11, 8, 14, 12
2022/3/31, 186, 184, 6, 5, 32, 9
2021/10/1, 116, 115, 2, , , 9
2021/10/2, 158, 68, 2, 1, , 8
2021/10/3, 117, 79, 2, , , 8
2021/10/4, 146, 248, 3, 1, , 9
2021/10/5, 115, 257, 2, 1, , 7
2021/10/6, 120, 54, 2, 1, , 9
2021/10/7, 107, 52, 3, 1, , 8
2021/10/8, 135, 38, 3, 1, , 8
2021/10/9, 71, 103, 4, , , 9
2021/10/10, 145, 53, 4, 1, , 4
2021/10/11, 95, 58, 5, 3, , 2
2021/10/12, 102, 92, 1, 3, , 10
2021/10/13, 149, 93, 54, 3, , 9
2021/10/14, 137, 91, 10, 1, , 8
2021/10/15, 134, 104, 3, 2, , 9
2021/10/16, 150, 109, 3, 2, , 10
2021/10/17, 254, 91, 5, 1, , 9
2021/10/18, 127, 120, 7, 1, , 9
2021/10/19, 166, 79, 4, 1, , 9
2021/10/20, 130, 99, 2, 3, , 11
2021/10/21, 132, 98, 3, 2, , 13
2021/10/22, 131, 131, 3, 5, , 11
2021/10/23, 160, 74, 2, 1, , 7
2021/10/24, 130, 66, 2, 1, , 7
2021/10/25, 97, 85, 1, 2, , 8
2021/10/26, 119, 82, 1, 3, , 9
2021/10/27, 131, 173, 3, 2, , 11
2021/10/28, 188, 101, 1, 2, , 9
2021/10/29, 257, 134, 4, 3, , 12
2021/10/30, 175, 108, 2, 1, , 12
2021/10/31, 166, 150, 2, 2, , 12
2021/11/1, 277, 194, 2, 1, , 14
2021/11/2, 229, 127, 4, 1, , 12
2021/11/3, 212, 219, 1, 1, , 10
2021/11/4, 251, 157, 2, , , 11
2021/11/5, 230, 143, , , , 9
2021/11/6, 197, 102, 5, 1, , 10
2021/11/7, 163, 136, 1, 1, , 14
2021/11/8, 210, 137, 3, 1, , 19
2021/11/9, 200, 113, 1, 2, , 22
2021/11/10, 164, 139, 6, 1, , 18
2021/11/11, 207, 133, 2, 1, , 16
2021/11/12, 213, 100, 2, 1, , 15
2021/11/13, 170, 99, 2, 1, , 11
2021/11/14, 172, 103, 1, 2, , 12
2021/11/15, 170, 114, 2, 2, , 14
2021/11/16, 177, 126, 1, 3, , 22
2021/11/17, 178, 113, 4, 1, , 12
2021/11/18, 183, 119, 4, 1, , 11
2021/11/19, 156, 70, 6, , , 10
2021/11/20, 108, 37, 5, , , 5
2021/11/21, 66, 87, 5, , , 6
2021/11/22, 135, 61, 4, 1, , 6
2021/11/23, 115, 82, 4, 1, , 8
2021/11/24, 157, 133, 4, 1, , 8
2021/11/25, 187, 92, 5, , , 9
2021/11/26, 162, 256, 16, 1, , 10
2021/11/27, 280, , 5, 2, , 11
2021/11/29, 267, 98, 51, 1, , 30
2021/11/30, 163, 116, 4, 2, , 8
2021/12/1, 189, 100, 5, 2, , 11
2021/12/2, 184, 109, 5, 1, , 8
2021/12/3, 153, 102, 5, 2, , 13
2021/12/4, 159, 430, 6, 2, , 16
2021/12/5, 470, 279, 6, 2, , 11
2021/12/6, 384, 118, 5, 1, , 12
2021/12/7, 178, 127, 5, 1, , 13
2021/12/8, 183, 112, 4, 2, 34, 11
2021/12/9, 176, 142, 4, 1, 45, 9
2021/12/10, 188, , , , , 
2021/12/11, 169, 108, 4, 1, 70, 13
2021/12/12, 171, 139, 5, 1, 66, 12
2021/12/13, 192, 103, 4, 1, 15, 10
2021/12/14, 170, 153, 6, 1, 91, 10
2021/12/15, 188, 134, 10, 2, 8, 11
2021/12/16, 195, 127, 11, 1, 2, 10
2021/12/17, 193, 119, 13, 3, , 11
2021/12/18, 186, 135, 13, 2, , 14
2021/12/19, 184, 133, 19, 5, , 14
2021/12/20, 178, 165, 16, 3, 75, 11
2021/12/21, 199, 132, 16, 3, 15, 13
2021/12/22, 284, 145, 14, 3, 19, 15
2021/12/23, 202, 136, 8, 2, 9, 14
2021/12/24, 190, 129, 6, 1, 21, 9
2021/12/25, 218, 108, 6, 1, 36, 9
2021/12/26, 174, 151, 6, 2, 50, 14
2021/12/27, 189, 112, 6, 2, 43, 14
2021/12/28, 169, 86, 5, 1, 12, 6
2021/12/29, 142, 100, 6, 1, 11, 7
2021/12/30, 166, 109, 5, 1, 27, 9
2021/12/31, 166, 125, 5, 1, , 13
2022/1/1, 170, 97, 5, 1, , 12
2022/1/2, 160, 111, 10, 3, 6, 11
2021/7/1, 101, 58, 8, , , 6
2021/7/2, 63, 97, 11, , , 5
2021/7/3, 107, 54, 12, , , 5
2021/7/4, 62, 59, 15, , , 5
2021/7/5, 70, 154, 6, , , 6
2021/7/6, 161, 66, 3, , , 7
2021/7/7, 82, 47, 1, 1, , 9
2021/7/8, 165, 40, 1, , , 9
2021/7/9, 67, 36, 5, 1, , 7
2021/7/10, 66, 24, , , , 6
2021/7/11, 57, 101, 10, , , 3
2021/7/12, 89, 23, 4, , , 6
2021/7/13, 85, 62, 89, , , 6
2021/7/14, 131, 68, 91, , , 6
2021/7/15, 84, 207, 4, 1, , 7
2021/7/16, 44, 17, 8, , , 6
2021/7/17, 39, 18, 5, , , 7
2021/7/18, 47, 17, 9, , , 8
2021/7/19, 47, 32, 4, , , 8
2021/7/20, 57, 24, 3, , , 5
2021/7/21, 33, 203, 4, , , 4
2021/7/22, 89, 123, 4, , , 7
2021/7/23, 141, 74, 4, , , 5
2021/7/24, 94, 32, 6, , , 5
2021/7/25, 44, 46, 3, , , 6
2021/7/26, 56, 38, 3, , , 6
2021/7/27, 58, 38, 4, , , 6
2021/7/28, 56, 81, 3, , , 5
2021/7/29, 84, 38, 3, , , 5
2021/7/30, 48, 141, 3, , , 4
2021/7/31, 141, 30, 3, , , 4
2021/8/1, 33, 160, 4, , , 6
2021/8/2, 131, 26, 4, , , 5
2021/8/3, 45, 32, 3, , , 5
2021/8/4, 45, 53, 4, , , 5
2021/8/5, 50, , , 1, , 
2021/8/6, 103, 160, 3, , , 5
2021/8/7, 146, 51, 3, 1, , 8
2021/8/8, 78, 58, 2, 2, , 7
2021/8/9, 73, 57, 2, 1, , 7
2021/8/10, 75, 37, 1, 1, , 6
2021/8/11, 66, 54, 2, , , 10
2021/8/12, 78, 41, 3, , , 7
2021/8/13, 63, 32, 3, , , 6
2021/8/14, 64, 21, 3, , , 6
2021/8/15, 108, 27, 3, , , 6
2021/8/16, 52, 49, 4, , , 14
2021/8/17, 122, 41, 3, , , 11
2021/8/18, 82, 310, 2, , , 8
2021/8/19, 204, 22, 2, , , 9
2021/8/20, 62, 27, 2, , , 8
2021/8/21, 67, 33, 2, , , 7
2021/8/22, 65, 60, 2, , , 5
2021/8/23, 64, 46, 2, , , 7
2021/8/24, 57, 63, 2, 1, , 6
2021/8/25, 66, 42, 2, , , 7
2021/8/26, 101, 66, 2, 1, , 8
2021/8/27, 65, 145, 2, , , 7
2021/8/28, 137, 72, 3, , , 6
2021/8/29, 86, 152, 3, , , 6
2021/8/30, 129, 26, 2, 3, , 7
2021/8/31, 62, 266, 2, 1, 7, 8
2021/9/1, 93, 174, 2, 1, , 8
2021/9/2, 112, 26, 2, , , 7
2021/9/3, 56, 23, 2, , , 7
2021/9/4, 69, 30, 2, , , 8
2021/9/5, 62, 19, 2, , , 6
2021/9/6, 38, , , , , 
2021/9/16, 108, 57, 3, , , 7
2021/9/17, 82, 96, 2, 1, , 6
2021/9/18, 120, 74, 2, , , 6
2021/9/19, 127, 77, 1, , , 9
2021/9/20, 122, 108, 2, , , 10
2021/9/21, 144, 36, 2, , , 11
2021/9/22, 92, 81, 2, , , 11
2021/9/23, 176, 80, 2, , , 10
2021/9/24, 118, 94, 2, , , 10
2021/9/25, 130, 60, 7, , , 13
2021/9/26, 108, 53, 2, , , 10
2021/9/27, 98, 47, 2, 1, , 10
2021/9/28, 96, 23, 1, , , 7
2021/9/29, 60, 38, 2, , , 9
2021/9/30, 75, 80, 2, 1, , 8
2021/4/1, 147, 135, 36, 1, , 7
2021/4/2, 142, 123, 31, 1, , 8
2021/4/3, 130, 84, 6, , , 6
2021/4/4, 89, 109, 26, 1, , 8
2021/4/5, 133, 108, 49, 2, , 10
2021/4/6, 143, 102, 11, 2, , 9
2021/4/7, 241, 109, 28, 2, , 9
2021/4/8, 142, 98, 35, 1, , 8
2021/4/9, 135, 110, 27, 1, , 7
2021/4/10, 139, 96, 31, , , 8
2021/4/11, 144, 110, 23, 2, , 9
2021/4/12, 142, 123, 49, 2, , 11
2021/4/13, 155, 88, 36, 2, , 7
2021/4/14, 119, 87, 37, 1, , 7
2021/4/15, 135, 80, 16, , , 7
2021/4/16, 125, 78, 12, , , 6
2021/4/17, 105, 92, 15, , , 7
2021/4/18, 135, 87, 13, , , 7
2021/4/19, 119, 71, 216, , , 6
2021/4/20, 91, 72, 409, , , 6
2021/4/21, 96, 81, 14, , , 6
2021/4/22, 110, 84, 15, , , 7
2021/4/23, 108, 80, 14, , , 7
2021/4/24, 105, 78, 17, , , 6
2021/4/25, 112, 122, 28, , , 9
2021/4/26, 155, 694, 22, , , 8
2021/4/27, 141, 880, 16, , , 7
2021/4/28, 155, 880, 15, , , 8
2021/4/29, 124, 880, 16, 1, , 10
2021/4/30, 144, 880, 10, , , 9
2021/5/1, 175, 880, 22, , , 8
2021/5/2, 117, 880, 38, , , 8
2021/5/3, 198, 880, 23, , , 9
2021/5/4, 135, 880, 17, , , 10
2021/5/5, 144, 880, 7, , , 7
2021/5/6, 260, 880, 24, , , 7
2021/5/7, 100, 880, 7, , , 7
2021/5/8, 99, 880, 18, , , 7
2021/5/9, 180, 880, 9, , , 6
2021/5/10, 75, 880, 8, , , 6
2021/5/11, 85, 880, 18, , , 6
2021/5/12, 136, 880, 10, , , 6
2021/5/13, 128, , 29, , , 6
2021/5/14, 139, , 42, , , 8
2021/5/15, 173, , 31, , , 6
2021/5/16, 231, , 19, 1, , 3
2021/5/17, 472, 880, 20, , , 5
2021/5/18, 154, , 9, , , 7
2021/5/19, 655, 141, 18, 1, , 8
2021/5/20, 140, 134, 10, , , 7
2021/5/21, 211, 121, 23, , , 6
2021/5/22, 136, 82, 2, , , 7
2021/5/23, 117, 71, 12, , , 6
2021/5/24, 80, 71, 13, , , 5
2021/5/25, 88, 62, 17, , , 5
2021/5/26, 69, 97, 15, , , 5
2021/5/27, 97, 58, 11, , , 5
2021/5/28, 69, 64, 5, , , 5
2021/5/29, 72, 55, 22, , , 6
2021/5/30, 81, 90, 8, 1, , 6
2021/5/31, 110, 103, 16, , , 7
2021/6/1, 128, 213, 14, 2, , 9
2021/6/2, 235, 122, 30, 1, , 7
2021/6/3, 133, 106, 19, 1, , 6
2021/6/4, 143, , , , , 
2021/6/7, 219, 41, 1, , , 6
2021/6/8, 55, 20, 1, , , 6
2021/6/9, 184, 69, 1, , , 7
2021/6/10, 97, 18, 1, , , 6
2021/6/11, 41, 16, 1, , , 6
2021/6/12, 82, 31, 1, , , 6
2021/6/13, 47, 54, 1, , , 6
2021/6/14, 70, 78, , , , 6
2021/6/15, 97, 64, , 1, , 21
2021/6/16, 89, 26, 1, , , 6
2021/6/17, 560, 34, 86, , , 6
2021/6/18, 103, 149, 10, , , 6
2021/6/19, 179, 221, 5, , , 6
2021/6/20, 244, 98, 84, 1, , 6
2021/6/21, 124, 134, 11, , , 6
2021/6/22, 144, 128, 8, , , 6
2021/6/23, 150, 87, 8, 1, , 6
2021/6/24, 107, 65, 9, , , 6
2021/6/25, 98, 37, 6, , , 5
2021/6/26, 57, 68, 2, , , 8
2021/6/27, 80, 235, 16, 1, , 7
2021/6/28, 260, 38, 25, 1, , 7
2021/6/29, 72, 131, 13, , , 6
2021/6/30, 227, 94, 9, , , 6
2021/1/4, 203, 157, 3, 4, , 11
2021/1/5, 222, 149, 4, 4, , 11
2021/1/6, 218, 121, 3, 2, , 10
2021/1/7, 203, 87, 3, 2, , 10
2021/1/8, 166, 108, 5, 2, , 10
2021/1/9, 186, 112, 6, 2, , 10
2021/1/10, 182, 123, 7, 3, , 12
2021/1/11, 181, 137, 12, 3, , 11
2021/1/12, 197, 96, 17, 3, , 8
2021/1/13, 157, 94, 19, 4, , 8
2021/1/14, 153, 117, 10, 5, , 10
2021/1/15, 177, 170, 5, 5, , 9
2021/1/16, 219, 135, 13, 4, , 11
2021/1/17, 199, 106, 4, 5, , 12
2021/1/18, 168, 113, 5, 5, , 14
2021/1/19, 176, 115, 6, 5, , 12
2021/1/20, 220, 229, 5, 4, , 17
2021/1/21, 226, 151, 23, 8, , 17
2021/1/22, 220, 170, 25, 6, , 21
2021/1/23, 223, 127, 64, 3, , 17
2021/1/24, 185, 179, 76, 5, , 12
2021/1/25, 266, 140, 109, 4, , 13
2021/1/26, 824, 130, 84, 6, , 14
2021/1/27, 189, 137, 48, 7, , 16
2021/1/28, 192, 146, 26, 6, , 16
2021/1/29, 183, 152, 3, 4, , 21
2021/1/30, 191, 139, 4, 6, , 21
2021/1/31, 181, 142, 3, 7, , 21
2021/2/1, 177, 139, 3, 6, 1, 19
2021/2/2, 162, 131, 5, 6, 1, 23
2021/2/3, 177, 137, 7, 7, , 14
2021/2/4, 179, 113, 5, 6, 13, 14
2021/2/5, 171, 105, 5, 5, 16, 14
2021/2/6, 154, 101, 2, 5, , 17
2021/2/7, 152, 95, 3, 5, 28, 15
2021/2/8, 174, 129, 4, 6, , 16
2021/2/9, 185, 145, 3, 6, , 21
2021/2/10, 216, 176, 3, 6, , 27
2021/2/11, 207, 189, 10, 6, 9, 24
2021/2/12, 224, 133, 5, 5, , 10
2021/2/13, 187, 125, 2, 5, , 2
2021/2/14, 181, 122, 3, 5, , 2
2021/2/15, 177, 103, 2, 4, , 2
2021/2/16, 166, 106, 5, 5, , 2
2021/2/17, 169, 164, 3, 3, , 2
2021/2/18, 214, 74, 2, 2, , 2
2021/2/19, 128, 80, 1, 2, , 2
2021/2/20, 138, 143, 1, 2, , 3
2021/2/21, 162, 93, 1, 3, , 3
2021/2/22, 154, 192, 3, 4, , 3
2021/2/23, 202, 176, 3, 4, , 4
2021/2/24, 214, 122, , 3, , 3
2021/2/25, 174, 149, 1, 3, 7, 2
2021/2/26, 327, 103, 2, 2, , 1
2021/2/27, 577, 112, 2, 1, , 2
2021/3/1, 372, 104, 2, 2, , 1
2021/3/2, 144, 127, 4, 4, , 2
2021/3/3, 137, 188, 2, 4, , 3
2021/3/4, 494, 155, 2, 4, , 4
2021/3/5, 167, 143, 4, 3, , 2
2021/3/6, 225, 110, 1, 1, , 1
2021/3/7, 183, 135, 1, 4, , 3
2021/3/8, 405, 124, 1, 3, , 2
2021/3/9, 166, 292, 2, 3, , 2
2021/3/10, 148, 122, 1, 1, , 2
2021/3/11, 277, 109, , 2, , 2
2021/3/12, 236, 125, 1, 1, , 2
2021/3/13, 157, 135, 2, 2, , 2
2021/3/14, 175, 145, 2, 3, , 3
2021/3/15, 181, 156, 3, 2, , 3
2021/3/16, 186, 174, 3, 5, , 4
2021/3/17, 208, 140, 3, 3, , 8
2021/3/18, 294, 134, 39, 2, , 11
2021/3/19, 171, 205, 2, 2, , 9
2021/3/20, 230, 150, 4, 2, , 10
2021/3/21, 169, 153, 3, 2, , 12
2021/3/22, 174, 181, 69, 3, , 15
2021/3/23, 173, 175, 144, 3, , 16
2021/3/24, 215, 124, 81, 3, , 12
2021/3/25, 150, 133, 108, 4, , 13
2021/3/26, 163, 149, 112, 5, , 15
2021/3/27, 171, 197, 143, 4, , 20
2021/3/28, 207, 112, 54, 1, , 12
2021/3/29, 160, 83, 32, 2, , 8
2021/3/30, 124, 99, 37, 1, , 9
2021/3/31, 137, 154, 31, 2, , 8
2020/10/1, 104, 77, 2, 1, , 3
2020/10/2, 96, 61, 1, 1, , 2
2020/10/3, 77, 444, 1, 2, , 3
2020/10/4, 87, 74, 2, 2, , 4
2020/10/5, 108, 68, 2, 2, , 3
2020/10/6, 164, 685, 1, 2, , 3
2020/10/7, 100, 120, 2, 3, , 5
2020/10/8, 149, 85, 2, 2, , 3
2020/10/9, 132, 79, 3, 3, , 3
2020/10/10, 142, 80, 2, 3, , 4
2020/10/11, 134, 92, 2, 4, , 5
2020/10/12, 165, 85, 1, 3, , 4
2020/10/13, 154, 72, 3, 3, , 5
2020/10/14, 131, 42, 1, 2, , 5
2020/10/15, 94, 37, 1, 1, , 4
2020/10/16, 55, 58, 2, 2, , 4
2020/10/17, 87, 73, 1, 2, , 3
2020/10/18, 100, 103, 2, 1, , 3
2020/10/19, 127, 92, 1, 2, , 3
2020/10/20, 129, 68, 2, 2, , 3
2020/10/21, 245, 74, 2, 2, , 4
2020/10/22, 98, 56, 1, 2, , 4
2020/10/23, 93, 112, 2, 3, , 5
2020/10/24, 163, 65, 2, 2, , 4
2020/10/25, 129, 112, 2, 3, , 5
2020/10/26, 132, 111, 1, 3, , 5
2020/10/27, 119, 93, 1, 4, , 5
2020/10/28, 123, 93, 2, 4, , 5
2020/10/29, 142, 90, 2, 2, , 4
2020/10/30, 131, 87, 2, 4, , 4
2020/10/31, 104, 112, 1, 3, , 6
2020/11/1, 140, 152, 2, 4, , 8
2020/11/2, 168, 169, 2, 3, , 9
2020/11/3, 200, 137, 4, 7, , 9
2020/11/4, 162, 141, 2, 4, , 7
2020/11/5, 160, 94, 23, 6, , 5
2020/11/6, 152, 267, 3, 3, , 5
2020/11/7, 152, 90, 2, 2, , 5
2020/11/8, 152, 94, 3, 2, , 5
2020/11/9, 156, 108, 3, 3, , 6
2020/11/10, 167, 92, 11, 4, 18, 6
2020/11/11, 195, 181, 3, 3, 16, 6
2020/11/12, 189, 119, 2, 2, 15, 5
2020/11/13, 176, 241, 3, 2, 15, 4
2020/11/14, 244, 92, 3, 2, 16, 5
2020/11/15, 184, 93, 3, 2, 15, 3
2020/11/16, 146, 87, 3, 3, 15, 3
2020/11/17, 147, 94, 6, 3, 15, 3
2020/11/18, 161, 96, 6, 3, 15, 3
2020/11/19, 165, 84, 4, 4, 14, 3
2020/11/20, 150, 90, 4, 3, 13, 3
2020/11/21, 152, 94, 2, 3, 14, 5
2020/11/22, 163, 88, 1, 2, 13, 5
2020/11/23, 142, 98, 2, 4, 13, 5
2020/11/24, 159, 119, 2, 4, 13, 5
2020/11/25, 179, 102, 3, 3, 13, 4
2020/11/26, 172, 99, 2, 4, 13, 4
2020/11/27, 156, 85, 2, 3, 13, 4
2020/11/28, 133, 65, 1, 2, 15, 5
2020/11/29, 108, 80, 2, 3, 13, 4
2020/11/30, 129, 85, 3, 3, 13, 4
2020/12/1, 151, 93, 12, 4, 13, 8
2020/12/2, 161, 153, 2, 4, 9, 9
2020/12/3, 210, 116, 3, 3, 31, 11
2020/12/4, 169, 109, 3, 4, 1, 16
2020/12/5, 159, 116, 3, 2, 2, 15
2020/12/6, 157, 106, 3, 3, 3, 18
2020/12/7, 158, 96, 3, 4, 4, 13
2020/12/8, 153, 103, 3, 4, 4, 13
2020/12/9, 160, 128, 2, 6, 4, 13
2020/12/10, 175, 95, 2, 4, 5, 9
2020/12/11, 210, 90, 2, 3, 5, 9
2020/12/12, 750, 78, 1, 1, 6, 6
2020/12/13, 824, 69, 2, 1, 6, 8
2020/12/14, 709, 88, 3, 1, 6, 8
2020/12/15, 559, 94, 6, 3, 6, 5
2020/12/16, 234, 102, 2, 2, 3, 8
2020/12/17, 541, 94, 1, 2, 4, 9
2020/12/23, 200, 169, 1, 5, 5, 17
2020/12/24, 210, 113, 1, 3, 3, 18
2020/12/25, 176, 185, 2, 5, 2, 13
2020/12/26, 190, 112, 2, 3, , 10
2020/12/27, 183, 84, 2, 3, , 6
2020/12/28, 142, 122, 6, 5, , 7
2020/12/29, 171, 198, 4, 3, , 10
2020/12/30, 237, 136, 1, 1, , 13
2020/12/31, 191, 155, 2, , , 15
2021/1/1, 217, 154, 4, 7, , 12
2021/1/2, 223, 138, 4, 3, , 10
2021/1/3, 206, 140, 4, 4, , 10
2020/7/1, 38, 16, , , , 1
2020/7/2, 38, 15, , 1, , 1
2020/7/3, 36, 13, , , , 1
2020/7/4, 35, 22, , 1, , 1
2020/7/5, 43, 108, , , 469, 1
2020/7/6, 51, 24, , 2, 500, 2
2020/7/7, 48, 30, , 1, 500, 2
2020/7/8, 58, 34, , , 500, 1
2020/7/9, 61, 37, , , 500, 1
2020/7/10, 55, 35, , , 500, 1
2020/7/11, 58, 23, , , 500, 1
2020/7/12, 57, , , , , 
2020/7/20, 141, 43, , 3, 91, 2
2020/7/21, 77, 189, , 2, 122, 
2020/7/22, 209, 275, , 2, 230, 2
2020/7/23, 55, 16, , , 365, 2
2020/7/24, 47, 31, , 1, 500, 2
2020/7/25, 72, 18, , , 500, 2
2020/7/26, 41, 13, , , 500, 2
2020/7/27, 38, 19, 6, 1, 500, 2
2020/7/28, 49, 25, 1, 2, , 3
2020/7/29, 54, 26, 1, 1, , 3
2020/7/30, 67, 28, 1, 2, , 3
2020/7/31, 66, 27, 1, 1, , 2
2020/8/1, 58, 21, 2, 1, , 2
2020/8/2, 40, 11, 1, , , 2
2020/8/3, 20, 13, 1, , , 2
2020/8/4, 30, 12, 2, 1, , 2
2020/8/5, 34, 14, 2, , , 2
2020/8/6, 38, 23, 1, , , 3
2020/8/7, 52, 27, 1, , , 3
2020/8/8, 60, 41, 2, , , 2
2020/8/9, 70, 37, 1, , , 3
2020/8/10, 75, 27, 1, , , 3
2020/8/11, 58, 19, 1, , , 3
2020/8/12, 50, 21, 1, , , 3
2020/8/13, 41, 24, 1, , , 3
2020/8/14, 55, 32, 1, , , 4
2020/8/15, 46, 28, 1, , , 3
2020/8/16, 45, 25, 1, , , 2
2020/8/17, 45, 30, 1, , , 4
2020/8/18, 67, 22, 1, , , 3
2020/8/19, 48, 21, 1, , , 3
2020/8/20, 48, 21, 1, , , 3
2020/8/21, 48, 18, 1, , , 2
2020/8/22, 45, 26, , , , 2
2020/8/23, 52, 32, 1, 1, , 2
2020/8/24, 51, 31, 1, , , 2
2020/8/25, 51, 26, 1, , , 2
2020/8/26, 45, 28, 1, 1, , 2
2020/8/27, 45, 15, 1, , , 2
2020/8/28, 43, 16, 1, , , 3
2020/8/29, 43, 24, 1, , , 3
2020/8/30, 56, 24, 1, , , 3
2020/8/31, 51, 33, 1, , , 3
2020/9/1, 62, 51, 1, , , 3
2020/9/2, 67, 68, 1, 1, , 2
2020/9/3, 87, 54, 1, 1, , 3
2020/9/4, 69, 65, 1, 1, , 3
2020/9/5, 95, 53, 1, 1, , 3
2020/9/6, 84, 31, 1, 1, , 2
2020/9/7, 51, 40, 1, , , 2
2020/9/8, 46, 49, 1, , , 2
2020/9/9, 62, 49, 1, 1, , 3
2020/9/10, 88, 32, 1, , , 2
2020/9/11, 39, 19, 1, 1, , 3
2020/9/12, 36, 23, 1, , , 3
2020/9/13, 46, 28, 1, , , 3
2020/9/14, 43, 32, 1, 1, , 3
2020/9/15, 52, 40, 1, 1, , 3
2020/9/16, 76, 41, 1, , , 4
2020/9/17, 73, 38, 1, 1, , 3
2020/9/18, 80, 32, 1, 1, , 3
2020/9/19, 56, 40, 1, 1, , 3
2020/9/20, 65, 51, 1, 2, , 4
2020/9/21, 101, 37, 1, 1, , 3
2020/9/22, 79, 17, 2, 1, , 3
2020/9/23, 42, 35, 2, 1, , 4
2020/9/24, 77, 36, 1, , , 4
2020/9/25, 72, 49, 1, 1, , 3
2020/9/26, 65, 70, 1, 1, , 4
2020/9/27, 78, 76, 1, 2, , 4
2020/9/28, 82, 70, 1, 1, , 3
2020/9/29, 81, 76, 1, 1, , 3
2020/9/30, 91, 77, 1, 1, , 3
2020/4/1, 824, , 60, 3, 64, 5
2020/4/25, 208, 62, 42, 3, 17, 2
2020/4/26, 85, 58, 32, 2, 17, 1
2020/4/27, 79, 63, 40, 2, 18, 1
2020/4/28, 91, 69, 46, 4, 19, 2
2020/4/29, 93, 68, 41, 3, 17, 2
2020/4/30, 96, 56, 34, 2, 16, 1
2020/5/1, 74, 50, 32, 1, 16, 1
2020/5/2, 66, 51, 33, 2, 16, 1
2020/5/3, 59, 44, 35, 1, 16, 1
2020/5/4, 57, 94, 37, 3, 18, 1
2020/5/5, 104, 80, 43, 4, 19, 1
2020/5/6, 77, 58, 29, 3, 18, 1
2020/5/7, 66, , , , , 
2020/5/10, 76, 64, 58, 5, 18, 1
2020/5/11, 73, 59, 43, 2, 17, 
2020/5/12, 62, 64, 34, 2, 18, 
2020/5/13, 64, 64, 34, 3, 18, 1
2020/5/14, 69, 66, 36, 2, 26, 
2020/5/15, 73, 109, 39, 4, 64, 1
2020/5/16, 123, 96, 37, 2, 62, 1
2020/5/17, 112, 76, 39, 2, 43, 
2020/5/18, 87, 60, 30, 2, 11, 
2020/5/19, 60, 57, 40, 3, 24, 
2020/5/20, 66, 54, 42, 3, 22, 
2020/5/21, 61, 48, 37, 5, 82, 
2020/5/22, 61, 59, 47, 3, 112, 
2020/5/23, 68, 50, 43, 2, 160, 
2020/5/24, 66, 116, 42, 2, 273, 1
2020/5/25, 120, 96, 35, 2, 475, 1
2020/5/26, 98, 54, 27, 2, 500, 1
2020/5/27, 62, 89, 29, 3, 481, 1
2020/5/28, 94, 48, 29, 2, 500, 
2020/5/29, 45, 45, 22, 1, 500, 
2020/5/30, 48, 151, 32, 1, 384, 
2020/5/31, 173, 61, 43, 6, 500, 2
2020/6/1, 78, 90, 34, 5, , 2
2020/6/2, 124, 14, 20, 2, , 
2020/6/3, 37, 29, 25, 6, , 2
2020/6/4, 59, 45, 37, 4, , 
2020/6/5, 62, 36, 22, 3, , 
2020/6/6, 53, 51, 19, 6, , 1
2020/6/7, 63, 36, 33, 7, , 1
2020/6/8, 55, 46, 27, 7, , 
2020/6/9, 57, 49, 25, 6, , 
2020/6/10, 63, 34, 22, 6, , 1
2020/6/11, 54, 37, 25, 5, , 1
2020/6/12, 52, 31, 21, 6, , 2
2020/6/13, 58, 26, 28, 5, , 1
2020/6/14, 50, 32, 19, 6, , 2
2020/6/15, 62, 35, 33, 6, , 1
2020/6/16, 62, 27, 18, 7, , 
2020/6/17, 27, 21, , 6, , 1
2020/6/18, 36, 39, , 4, , 
2020/6/19, 46, , , , , 
2020/6/22, 128, 33, , 5, , 2
2020/6/23, 47, 36, , 5, , 1
2020/6/24, 58, 46, , 4, , 6
2020/6/25, 73, 52, , 10, , 2
2020/6/26, 82, , , , , 
2020/6/29, 51, 24, , 2, , 1
2020/6/30, 47, 21, , 1, , 1
2020/1/1, 156, 150, 7, 8, 1, 13
2020/1/2, 164, 136, 6, 9, 1, 11
2020/1/3, 157, 134, 4, 10, 1, 11
2020/1/4, 161, 134, 4, 7, 1, 13
2020/1/5, 151, 127, 12, 8, 2, 17
2020/1/6, 130, 152, 5, 6, 7, 13
2020/1/7, 182, 119, 4, 5, 26, 14
2020/1/8, 138, 310, 2, 7, 12, 9
2020/1/9, 161, 125, 5, 8, 14, 16
2020/1/10, 123, 189, 16, 6, 14, 18
2020/1/11, 162, 117, 7, 3, 13, 15
2020/1/12, 139, 132, 5, 5, 12, 11
2020/1/13, 167, 151, 4, 5, 15, 12
2020/1/14, 168, 86, 2, 7, 12, 8
2020/1/15, 88, 86, 5, 8, 12, 8
2020/1/16, 105, 98, 3, 12, 12, 9
2020/1/17, 119, 151, 3, 36, 12, 12
2020/1/18, 154, 148, 2, 44, 13, 14
2020/1/19, 153, 139, 4, 43, 13, 17
2020/1/20, 153, 208, 11, 45, 16, 19
